year,country,gini_net,gini_net_se,gini_market,gini_market_se,rel_red,rel_red_se,abs_red,abs_red_se
2008,"Afghanistan",29.76845,1.992854,31.20095,2.388985,,,,
2009,"Afghanistan",30.28213,1.835354,31.72107,2.215047,,,,
2010,"Afghanistan",30.79581,1.817142,32.24119,2.193052,,,,
2011,"Afghanistan",31.30949,1.942139,32.76131,2.327312,,,,
2012,"Afghanistan",31.82318,2.185916,33.28144,2.593672,,,,
1996,"Albania",30.01829,1.584127,31.57485,2.669913,,,,
1997,"Albania",29.75373,1.589972,31.4596,2.666832,,,,
1998,"Albania",30.05222,1.476711,31.75269,2.479643,,,,
1999,"Albania",30.3507,1.429635,32.04578,2.407161,,,,
2000,"Albania",30.64919,1.455182,32.33887,2.459548,,,,
2001,"Albania",30.94768,1.549765,32.63196,2.629352,,,,
2002,"Albania",31.24617,1.701912,32.92505,2.895991,,,,
2003,"Albania",31.6505,1.459868,33.30287,2.453937,,,,
2004,"Albania",32.05484,1.65286,33.68069,2.779122,,,,
2005,"Albania",32.77429,1.724691,34.63589,2.975693,,,,
2006,"Albania",33.71894,1.639182,35.60429,2.894396,,,,
2007,"Albania",34.66358,1.795891,36.57269,3.267922,,,,
2008,"Albania",35.60823,2.142305,37.54109,3.969902,,,,
1988,"Algeria",35.18858,2.016783,38.27404,2.569391,,,,
1989,"Algeria",34.69663,1.870596,37.65541,2.381566,,,,
1990,"Algeria",34.20469,1.75262,37.03677,2.229802,,,,
1991,"Algeria",33.71273,1.668846,36.41814,2.12185,,,,
1992,"Algeria",33.22079,1.624574,35.7995,2.064596,,,,
1993,"Algeria",32.72884,1.623041,35.18087,2.062266,,,,
1994,"Algeria",32.23689,1.664364,34.56224,2.115041,,,,
1995,"Algeria",31.74494,1.745503,33.9436,2.218993,,,,
1996,"Algeria",32.69621,1.751409,35.03683,2.282005,,,,
1997,"Algeria",33.64747,1.890211,36.13005,2.536636,,,,
1998,"Algeria",34.59873,2.136157,37.22328,2.933403,,,,
1999,"Algeria",35.55,2.457284,38.31651,3.423235,,,,
2000,"Algeria",36.50126,2.828096,39.40973,3.971848,,,,
2001,"Algeria",36.30255,2.57931,39.20807,3.645438,,,,
2002,"Algeria",36.10384,2.435742,39.0064,3.461836,,,,
2003,"Algeria",35.90512,2.416221,38.80473,3.443958,,,,
2004,"Algeria",35.70642,2.523627,38.60306,3.594278,,,,
2005,"Algeria",35.50771,2.743091,38.40139,3.893363,,,,
2001,"Andorra",28.07928,1.514145,45.21214,7.418198,,,,
2002,"Andorra",28.11851,1.500798,45.32309,7.34872,,,,
2003,"Andorra",28.13604,1.50215,45.35152,7.423218,,,,
1995,"Angola",40.67561,3.085889,42.22503,3.229355,,,,
1996,"Angola",44.31702,3.024272,46.06791,3.180835,,,,
1997,"Angola",47.95844,3.159473,49.91079,3.325884,,,,
1998,"Angola",51.59985,3.468552,53.75366,3.641442,,,,
1999,"Angola",55.24126,3.910496,57.59654,4.088216,,,,
2000,"Angola",58.88267,4.445857,61.43942,4.628361,,,,
2001,"Angola",58.84648,4.069617,61.32748,4.238171,,,,
2002,"Angola",58.81028,3.852557,61.21553,4.025728,,,,
2003,"Angola",58.77409,3.821895,61.10359,4.019317,,,,
2004,"Angola",58.73789,3.981941,60.99165,4.219878,,,,
2005,"Angola",58.70169,4.311507,60.87971,4.60042,,,,
2006,"Angola",54.33847,3.47665,56.55754,3.653466,,,,
2007,"Angola",49.97525,2.924296,52.23538,3.000429,,,,
2008,"Angola",45.61203,2.825304,47.91322,2.850989,,,,
2009,"Angola",48.11736,2.696774,51.20832,2.775098,,,,
2002,"Anguilla",31.5567,1.66857,33.38005,2.282347,,,,
2003,"Anguilla",32.91221,1.594967,34.78027,2.216643,,,,
2004,"Anguilla",34.26772,1.587863,36.18048,2.240505,,,,
2005,"Anguilla",35.62323,1.648121,37.5807,2.351208,,,,
2006,"Anguilla",36.97874,1.768869,38.98092,2.537412,,,,
2007,"Anguilla",38.33424,1.938838,40.38115,2.784008,,,,
2008,"Anguilla",39.68975,2.146366,41.78136,3.076508,,,,
1961,"Argentina",39.22709,1.223283,41.58181,1.74568,,,,
1963,"Argentina",36.61632,1.113089,39.01104,1.474341,,,,
1965,"Argentina",34.75159,1.096852,37.22412,1.491392,,,,
1969,"Argentina",36.13699,1.298049,38.86053,1.92375,,,,
1970,"Argentina",34.85096,1.233838,37.55471,1.754402,,,,
1971,"Argentina",33.78838,2.351434,36.49687,2.633919,,,,
1972,"Argentina",33.00165,1.164871,35.62959,1.532591,,,,
1974,"Argentina",31.48163,.9368451,35.42631,1.696783,,,,
1975,"Argentina",31.98856,1.085305,37.44568,2.141378,,,,
1976,"Argentina",33.12415,1.148235,38.39202,2.457189,,,,
1977,"Argentina",34.73737,1.278809,40.97108,3.014185,,,,
1978,"Argentina",36.03814,1.238349,41.7191,3.024595,,,,
1979,"Argentina",37.05728,1.235541,42.2035,2.693095,,,,
1980,"Argentina",37.29535,1.131053,41.13115,2.091494,,,,
1981,"Argentina",37.70757,1.109012,40.84999,1.845025,,,,
1982,"Argentina",37.54956,1.025127,40.0412,1.54671,,,,
1983,"Argentina",37.85575,1.018812,40.43204,1.546516,,,,
1985,"Argentina",38.58218,.8345353,41.41585,1.342698,6.778502,2.605719,2.833672,1.145143
1986,"Argentina",39.75846,.7452499,42.65127,1.146601,6.73841,2.2314,2.892805,1.01054
1987,"Argentina",40.51718,.7260668,43.74548,1.181404,7.335536,2.166748,3.228302,1.012035
1988,"Argentina",41.16349,.7010399,44.30172,1.035906,7.051821,1.931542,3.138224,.9090539
1989,"Argentina",41.73315,.7795591,45.30363,1.074098,7.850296,1.974384,3.570482,.9531941
1990,"Argentina",41.31587,.7779436,44.74934,1.193698,7.630139,2.19533,3.43347,1.046369
1991,"Argentina",41.42596,.7591345,44.82465,1.149688,7.544075,2.073933,3.398689,.9933288
1992,"Argentina",41.07634,.68576,44.18247,1.068782,6.994196,2.017707,3.106131,.9470789
1993,"Argentina",41.53635,.6282488,44.60228,.9507326,6.846972,1.751029,3.065932,.8291728
1994,"Argentina",42.00466,.5505045,44.87596,.8825895,6.374473,1.607547,2.871296,.7639809
1995,"Argentina",42.77186,.5252718,45.57715,.8518696,6.133387,1.523895,2.805293,.7352928
1996,"Argentina",43.47168,.5158035,46.25631,.7914659,6.002287,1.411348,2.784634,.688259
1997,"Argentina",43.84661,.5211632,46.47559,.8133333,5.637719,1.45449,2.628978,.7103004
1998,"Argentina",44.34999,.4939077,46.84615,.8294174,5.307452,1.509581,2.496156,.7407452
1999,"Argentina",44.69131,.4728088,47.05787,.8303812,5.008639,1.440236,2.366551,.7112322
2000,"Argentina",45.53499,.492809,47.82865,.8721838,4.774036,1.468205,2.293656,.7350081
2001,"Argentina",46.19366,.508334,48.35085,.868535,4.439684,1.530849,2.157194,.7706242
2002,"Argentina",46.48115,.5947863,48.68601,.8369023,4.51117,1.468203,2.204866,.7414278
2003,"Argentina",46.26235,.5490032,48.44296,.8095524,4.484669,1.390505,2.180607,.7010888
2004,"Argentina",45.19954,.5685606,47.54653,.8083848,4.919446,1.416499,2.346986,.70218
2005,"Argentina",44.20909,.5152972,46.66631,.8257539,5.245409,1.49029,2.457219,.7284693
2006,"Argentina",43.11641,.5632566,45.69874,.800257,5.633202,1.451062,2.582331,.6944707
2007,"Argentina",42.3756,.5603886,45.23487,.8082806,6.302238,1.496409,2.859265,.7128577
2008,"Argentina",41.57095,.5555003,44.81954,.9431356,7.220562,1.689109,3.248595,.8122991
2009,"Argentina",40.72102,.5673033,44.19108,1.125247,7.809663,2.008311,3.47006,.9589556
2010,"Argentina",39.74357,.5927029,43.45313,1.566318,8.443487,2.844386,3.709561,1.355209
2011,"Argentina",38.80514,.6840804,42.34526,1.66867,8.250182,3.122372,3.540119,1.445214
2012,"Argentina",38.23511,.7323549,41.73666,1.899166,8.245665,3.48689,3.501552,1.596772
2013,"Argentina",37.7585,.8320762,40.918,1.980764,7.553591,3.910326,3.1595,1.724697
1986,"Armenia",25.60888,2.78344,26.8942,7.347009,,,,
1987,"Armenia",25.60586,1.899225,26.73972,4.653386,,,,
1988,"Armenia",25.60285,1.53805,26.58523,3.07799,,,,
1989,"Armenia",24.23071,1.430095,24.89166,2.36885,,,,
1990,"Armenia",25.13362,1.598103,25.50302,2.68364,,,,
1991,"Armenia",29.09157,3.476544,32.40083,9.356923,,,,
1992,"Armenia",33.28516,5.011987,37.5143,12.50721,,,,
1993,"Armenia",32.07418,3.939869,34.90795,10.65368,,,,
1994,"Armenia",34.26,3.77814,37.06687,9.689989,,,,
1995,"Armenia",35.7393,3.992809,38.94839,9.975414,,,,
1996,"Armenia",38.10181,3.037071,41.45489,6.699743,6.055381,14.94639,3.353077,5.776613
1997,"Armenia",38.85086,2.449898,41.92247,5.463321,6.205703,9.897438,3.071609,4.231547
1998,"Armenia",39.59991,2.715442,42.39006,5.843843,5.18146,11.85293,2.790142,5.1054
1999,"Armenia",37.04379,2.723625,39.21098,6.004627,3.74137,13.51486,2.167192,5.144156
2000,"Armenia",37.47089,3.323905,41.29305,7.816343,6.436179,17.48621,3.822154,6.881757
2001,"Armenia",34.69442,2.402128,37.95588,5.160774,7.261033,11.50938,3.261455,4.473697
2002,"Armenia",35.52288,2.315706,39.51824,5.129566,8.964536,10.28138,3.995363,4.335903
2003,"Armenia",35.09951,1.771621,36.94831,2.942414,4.590834,6.67025,1.8488,2.532182
2004,"Armenia",37.88721,1.917777,38.64321,3.006885,1.565065,6.593902,.756003,2.562135
2005,"Armenia",37.49513,1.93247,37.90943,2.953214,.6832137,6.94356,.4142993,2.619726
2006,"Armenia",37.12421,1.866266,37.52686,2.685129,.7548525,6.158749,.4026552,2.312768
2007,"Armenia",34.5089,1.677439,36.44464,2.549375,5.011972,5.841857,1.935736,2.211265
2008,"Armenia",33.20189,1.6402,35.03503,2.410056,4.949223,5.762139,1.833147,2.080673
2009,"Armenia",33.51839,1.664741,35.09765,2.457248,4.189713,6.11073,1.579262,2.214477
2010,"Armenia",33.92772,1.700239,34.88936,2.405544,2.457893,6.089526,.9616435,2.137444
2011,"Armenia",35.42826,1.801897,35.51965,2.420855,-.0531685,6.427417,.0913876,2.264394
2012,"Armenia",35.22781,1.84894,35.92921,2.69996,1.60198,6.386932,.7013979,2.313173
1960,"Australia",28.86868,1.646562,43.66809,4.45324,,,,
1961,"Australia",28.54839,1.575984,42.36366,4.215113,,,,
1962,"Australia",28.60284,1.532705,42.44164,4.105756,,,,
1963,"Australia",28.0674,1.558762,40.63033,4.052897,,,,
1964,"Australia",28.06197,1.55356,40.64391,4.038383,,,,
1965,"Australia",27.55716,1.467139,39.18509,3.619553,,,,
1966,"Australia",27.5705,1.320399,38.66629,3.153483,,,,
1967,"Australia",27.23751,1.018367,37.89029,1.625671,,,,
1968,"Australia",27.31727,.9754676,35.01026,1.405362,,,,
1969,"Australia",25.24963,1.125031,35.00376,1.436544,,,,
1970,"Australia",26.35158,1.33783,35.25929,2.95473,,,,
1971,"Australia",26.26605,1.439355,34.58998,3.382871,,,,
1972,"Australia",26.43725,1.434307,32.80651,3.372631,,,,
1973,"Australia",26.33706,1.422762,31.80946,3.357213,,,,
1974,"Australia",25.99218,1.047182,27.60492,1.15802,,,,
1975,"Australia",25.83909,1.330548,31.92351,2.879275,18.68069,5.04238,6.084419,2.044091
1976,"Australia",24.92348,1.005704,32.43808,1.264649,23.10871,3.075389,7.514603,1.161754
1977,"Australia",25.91698,1.216714,35.53791,2.512934,26.8866,3.493757,9.62093,1.788518
1978,"Australia",25.59439,1.130477,37.12766,1.476034,31.01908,2.818544,11.53327,1.299373
1979,"Australia",27.23144,.9472957,39.3106,1.330878,30.68833,2.395133,12.07916,1.192949
1980,"Australia",27.31364,1.147207,38.85991,2.498483,29.56076,3.100431,11.54627,1.822334
1981,"Australia",28.1,.202178,40.4,.3,30.46978,.4997496,12.31789,.263127
1982,"Australia",28.09804,1.194892,40.63413,2.837775,30.66209,3.383619,12.53609,2.110499
1983,"Australia",28.48169,1.003193,41.96875,2.348799,32.01241,2.838861,13.48706,1.82414
1984,"Australia",29.0056,.4494356,44.64346,.217455,35.02918,.8962163,15.63786,.3925858
1985,"Australia",29.2,.35073,43.6,.4,33.00034,.7213572,14.39167,.3722607
1986,"Australia",28.20112,.2775933,44.78505,.2114022,37.03011,.5384085,16.58393,.2521058
1987,"Australia",28.96416,.75644,43.76293,1.826385,33.74557,2.158,14.79877,1.471244
1988,"Australia",28.68787,.1539494,43.81137,.1966462,34.51903,.3279578,15.1235,.1798986
1989,"Australia",30.2,.235357,43.6,.3,30.70976,.5190132,13.39047,.2763767
1990,"Australia",31.26546,.1644779,46.13581,.211896,32.23105,.3413192,14.87035,.1954726
1991,"Australia",29.49944,.9839955,42.62572,2.238899,30.68731,2.643633,13.12628,1.716655
1992,"Australia",28.62051,.9817617,41.54759,2.290596,30.99473,2.766933,12.92708,1.761588
1993,"Australia",26.08374,.1893138,38.30866,.2299688,31.91067,.4568095,12.22492,.2122421
1994,"Australia",28.40379,.2447401,42.3365,.3026809,32.90821,.519365,13.9327,.2698366
1995,"Australia",30.8,.388616,47.6,.5,35.30722,.7419804,16.81902,.4555865
1996,"Australia",29.79401,.2521901,45.80925,.3122803,34.95967,.4933372,16.01524,.2801654
1997,"Australia",29.19625,.1993036,45.37085,.2554517,35.64885,.4235587,16.1746,.2420999
1998,"Australia",29.67272,.1700084,46.8097,.2437688,36.60909,.3502468,17.13697,.2178615
1999,"Australia",30.47113,.7419661,47.99903,2.098831,36.43303,2.320577,17.52789,1.791924
2000,"Australia",31.35131,.2134342,49.89655,.3062498,37.16631,.4088985,18.54523,.2723207
2001,"Australia",31.7,.457002,49,.6,35.28391,.8884069,17.2954,.5522906
2002,"Australia",31.25763,.3076263,48.2528,.4270001,35.21891,.6028674,16.99517,.37871
2003,"Australia",31.2,.316616,47.8,.4,34.71137,.5897355,16.59909,.3559433
2004,"Australia",30.49728,.4844609,46.70755,.843137,34.69418,1.103465,16.21027,.7269684
2005,"Australia",30.36039,.6867206,46.47014,1.235068,34.6416,1.573559,16.10975,1.043775
2006,"Australia",30.92365,.7721213,47.41964,1.463171,34.7506,1.839453,16.49599,1.260435
2007,"Australia",31.70045,1.3054,48.33718,3.260562,34.25142,3.094412,16.63674,2.464131
2008,"Australia",32.93075,.859483,50.04816,1.719088,34.1539,2.039689,17.11741,1.482543
2009,"Australia",32.61014,1.414225,49.38303,3.654834,33.75606,3.455619,16.77289,2.783687
2010,"Australia",33.25832,1.015778,49.43464,1.994451,32.65373,2.477135,16.17632,1.737507
2011,"Australia",33.10524,.9568256,48.86083,1.795948,32.20136,1.917931,15.7556,1.375424
2012,"Australia",32.95214,1.167661,48.28702,2.18296,31.67147,2.860548,15.33488,1.904871
1964,"Austria",26.24144,1.414067,43.31074,3.619025,,,,
1965,"Austria",26.32738,1.322605,43.5197,3.383082,,,,
1966,"Austria",26.55515,1.269612,43.79653,3.317621,,,,
1967,"Austria",26.77177,1.233336,44.1356,3.258849,,,,
1968,"Austria",26.93305,1.204915,43.95481,3.2271,,,,
1969,"Austria",26.94835,1.202004,43.40704,3.193353,,,,
1970,"Austria",26.8399,1.219548,42.62789,3.260882,,,,
1971,"Austria",26.76313,1.272458,41.81131,3.340521,,,,
1982,"Austria",26.55462,1.266441,36.19773,2.951332,26.35398,4.307528,9.643112,2.22839
1983,"Austria",26.46127,1.177246,34.50673,1.647974,23.22398,3.505381,8.045461,1.443198
1984,"Austria",25.72589,1.168362,35.67132,2.923455,27.61501,3.768816,9.945426,2.067168
1985,"Austria",24.89778,1.004809,35.20314,2.790852,29.00667,3.812551,10.30536,2.07585
1986,"Austria",24.13659,1.063314,34.85884,3.044175,30.44226,4.07785,10.72225,2.268045
1987,"Austria",22.7,.286799,33.50487,2.648501,31.82189,5.076633,10.79395,2.517501
1988,"Austria",23.88454,1.078565,35.25373,3.013015,31.96084,3.867508,11.36919,2.240296
1989,"Austria",24.41029,1.072341,36.30402,3.006944,32.49498,3.681664,11.89372,2.225072
1990,"Austria",25.38885,1.212056,38.32264,3.221894,33.49878,3.500745,12.93378,2.31899
1991,"Austria",26.08793,1.086631,39.98438,2.843818,34.58034,2.94244,13.89645,2.057759
1992,"Austria",26.81779,.9681044,41.6963,2.454989,35.56718,2.452737,14.87852,1.796442
1993,"Austria",27.32336,.4949545,43.56953,1.068808,37.26445,1.368667,16.24617,.9202815
1994,"Austria",28,.593102,44.3,.8,36.81227,1.29383,16.32466,.7528046
1995,"Austria",27.7,.200619,43.67619,.705053,36.54298,.8701909,15.96604,.6205675
1996,"Austria",27.09068,.3091768,43.38852,.6857775,37.55261,.8825427,16.29784,.5953296
1997,"Austria",26.6,.518411,43.1,.8,38.31658,1.194699,16.53448,.7201898
1998,"Austria",26.35133,.4335549,43.26311,.8080627,39.0795,1.027938,16.91178,.6776115
1999,"Austria",26.10887,.4509577,43.30475,.8100935,39.69804,1.064394,17.19588,.6921754
2000,"Austria",25.7,.629719,43.1,.9,40.39127,1.321838,17.43609,.7704033
2001,"Austria",26.10263,.5013632,43.97327,1.063295,40.61855,1.326678,17.87064,.9266208
2002,"Austria",26.49167,.7255014,44.78231,1.697202,40.80069,1.634667,18.29064,1.309496
2003,"Austria",26.92306,.4300601,45.79965,.9087951,41.20152,1.085247,18.8766,.793244
2004,"Austria",26.9,.4245,45.9,.5,41.34957,.8123825,18.98812,.4628072
2005,"Austria",27.33452,.3936185,44.0136,.7238328,37.88626,.9365458,16.67907,.6136776
2006,"Austria",27.60267,.4303257,41.98579,1.044938,34.22992,1.397075,14.38311,.894265
2007,"Austria",27.87768,.4957607,42.23549,1.262153,33.95226,1.760534,14.3578,1.116912
2008,"Austria",27.96151,.642292,42.1753,1.49233,33.64806,1.985531,14.21379,1.263905
2009,"Austria",28.22448,.7515348,44.49492,1.706284,36.50743,2.122624,16.27044,1.460106
2010,"Austria",28.40644,.8428502,45.62138,1.758475,37.67665,2.200655,17.21494,1.529488
2011,"Austria",28.66182,.9335615,46.93196,1.96181,38.86437,2.313393,18.27014,1.694521
2012,"Austria",28.8902,.9949196,47.17316,2.160568,38.67802,2.512952,18.28296,1.855795
2013,"Austria",28.92576,1.020044,47.19282,2.145954,38.62792,2.582529,18.26706,1.875246
1972,"Azerbaijan",25.17577,3.955856,26.38575,10.51551,,,,
1976,"Azerbaijan",24.2964,3.93491,25.90839,10.06263,,,,
1981,"Azerbaijan",23.3091,3.886317,25.14186,10.11815,,,,
1986,"Azerbaijan",25.99383,3.732699,28.14029,7.748785,,,,
1987,"Azerbaijan",26.95394,3.113975,29.53668,4.944916,,,,
1988,"Azerbaijan",27.91405,3.358215,30.93308,3.331049,,,,
1989,"Azerbaijan",25.19214,4.017711,31.00983,2.451628,,,,
1990,"Azerbaijan",29.91315,2.744614,32.38651,3.582936,,,,
1991,"Azerbaijan",31.84943,2.234182,34.97536,6.630428,,,,
1992,"Azerbaijan",33.78571,2.423421,37.56421,11.13835,,,,
1993,"Azerbaijan",35.59985,2.302942,38.53536,8.15986,3.855655,19.58793,2.935512,6.787148
1994,"Azerbaijan",37.41397,2.892546,39.5065,7.489505,2.285414,17.90541,2.092525,6.536102
1995,"Azerbaijan",39.68565,3.492767,41.5313,8.211981,1.054171,20.11909,1.845648,7.181102
1996,"Azerbaijan",41.17398,4.482608,43.73539,10.81675,,,,
1997,"Azerbaijan",41.84803,4.969139,44.38038,12.59732,,,,
1998,"Azerbaijan",39.97685,5.090644,43.18592,12.65683,,,,
1999,"Azerbaijan",35.70483,3.47694,38.04544,7.728366,3.142434,17.35575,2.340612,6.16462
2000,"Azerbaijan",31.43281,2.864361,32.90496,4.583787,3.15257,12.47709,1.47215,4.04074
2001,"Azerbaijan",29.06782,1.639598,29.17019,1.756001,.1582088,5.833188,.1023714,1.698616
2002,"Azerbaijan",24.57147,1.414614,24.7803,1.457534,.6760332,5.62396,.2088241,1.39443
2003,"Azerbaijan",23.1828,1.109022,22.53469,1.353547,-3.100857,5.691912,-.648118,1.246137
2004,"Azerbaijan",19.63205,.9554321,18.97498,1.240976,-3.731254,5.921115,-.6570686,1.085234
2005,"Azerbaijan",19.17472,.8931548,18.04471,1.252257,-6.611489,6.708539,-1.130006,1.13119
2006,"Azerbaijan",23.68163,1.104492,23.35918,1.708759,-1.707239,5.797507,-.3224519,1.313721
2007,"Azerbaijan",28.18855,1.529028,28.67365,2.487911,1.192976,7.324778,.4851025,2.093489
2008,"Azerbaijan",32.69547,2.037597,33.98813,3.373082,3.109331,8.859776,1.292657,3.041397
2001,"Bahamas",58.63789,3.467891,60.23932,4.715865,,,,
1963,"Bangladesh",35.3262,1.901253,37.85966,2.675864,,,,
1966,"Bangladesh",32.47235,2.05973,35.52859,2.30806,,,,
1973,"Bangladesh",30.80129,1.576998,33.03486,2.023297,,,,
1974,"Bangladesh",31.92533,1.595082,34.1618,2.144621,,,,
1975,"Bangladesh",32.0709,1.795251,34.45503,2.628375,,,,
1976,"Bangladesh",32.28463,1.790785,34.67502,2.669391,,,,
1977,"Bangladesh",32.38118,1.944153,34.84137,2.838632,,,,
1978,"Bangladesh",32.0876,1.728761,34.35827,2.489969,,,,
1979,"Bangladesh",32.94299,1.860719,35.40189,2.611489,,,,
1980,"Bangladesh",33.35909,1.849602,35.81546,2.587136,,,,
1981,"Bangladesh",34.28919,1.677515,36.66991,2.388886,,,,
1982,"Bangladesh",33.72068,1.824619,36.14355,2.62621,,,,
1983,"Bangladesh",33.54433,1.646019,35.71061,2.283625,,,,
1984,"Bangladesh",33.79114,1.859519,36.17677,2.619221,,,,
1985,"Bangladesh",34.07777,1.894755,36.41909,2.49515,,,,
1986,"Bangladesh",34.4922,1.95304,36.94626,2.707026,,,,
1987,"Bangladesh",34.52214,2.021026,36.90788,2.475544,,,,
1988,"Bangladesh",34.67087,2.101466,37.0699,2.414122,,,,
1989,"Bangladesh",34.62133,1.89354,37.07407,2.697032,,,,
1990,"Bangladesh",35.05278,2.154577,37.43822,2.485402,,,,
1991,"Bangladesh",35.27411,2.191134,37.63628,2.669319,,,,
1992,"Bangladesh",35.37587,1.99153,37.89323,2.692407,,,,
1993,"Bangladesh",36.43855,1.845978,38.99313,2.496346,,,,
1994,"Bangladesh",37.50122,1.839579,40.09303,2.501479,,,,
1995,"Bangladesh",38.56389,1.973687,41.19292,2.70666,,,,
1996,"Bangladesh",39.62656,2.223016,42.29282,3.072065,,,,
1997,"Bangladesh",39.54586,2.004788,42.28812,2.783244,,,,
1998,"Bangladesh",39.46516,1.918203,42.28344,2.676002,,,,
1999,"Bangladesh",39.38445,1.980603,42.27875,2.771497,,,,
2000,"Bangladesh",39.30375,2.179226,42.27406,3.05075,,,,
2001,"Bangladesh",39.97828,2.029519,42.96343,2.829014,,,,
2002,"Bangladesh",40.65282,1.975356,43.65281,2.733461,,,,
2003,"Bangladesh",41.32735,2.02442,44.34218,2.777146,,,,
2004,"Bangladesh",42.00189,2.16972,45.03156,2.953897,,,,
2005,"Bangladesh",42.67643,2.393796,45.72093,3.242024,,,,
2006,"Bangladesh",42.51878,2.199535,45.55499,2.967108,,,,
2007,"Bangladesh",42.36113,2.101219,45.38904,2.805935,,,,
2008,"Bangladesh",42.20348,2.112288,45.2231,2.778374,,,,
2009,"Bangladesh",42.04583,2.231116,45.05716,2.88825,,,,
2010,"Bangladesh",41.88818,2.442021,44.89122,3.121082,,,,
1978,"Barbados",44.27756,2.079746,47.79733,2.740504,,,,
1996,"Barbados",36.52362,1.788833,39.11254,2.593494,,,,
1997,"Barbados",38.11736,2.028205,40.72557,2.842773,,,,
1998,"Barbados",38.88529,1.994086,41.41734,2.805671,,,,
1999,"Barbados",39.65322,1.978092,42.10911,2.796202,,,,
2000,"Barbados",40.42115,1.980663,42.80088,2.814643,,,,
2001,"Barbados",41.18909,2.001726,43.49265,2.860455,,,,
2002,"Barbados",41.95702,2.04071,44.18442,2.932354,,,,
2003,"Barbados",42.72495,2.096615,44.87619,3.028485,,,,
2004,"Barbados",43.49288,2.168132,45.56796,3.146627,,,,
2005,"Barbados",44.26081,2.253776,46.25973,3.284405,,,,
2006,"Barbados",45.02874,2.352004,46.9515,3.439461,,,,
2007,"Barbados",45.79668,2.46131,47.64326,3.609568,,,,
2008,"Barbados",46.56461,2.580286,48.33504,3.792701,,,,
2009,"Barbados",47.33254,2.707658,49.02681,3.987068,,,,
2010,"Barbados",48.10047,2.842298,49.71857,4.191103,,,,
1981,"Belarus",21.37342,2.446056,22.72519,9.571182,,,,
1986,"Belarus",22.67218,2.040579,24.41847,6.942574,,,,
1987,"Belarus",22.44489,1.408451,23.80621,4.382317,,,,
1988,"Belarus",22.2176,1.164921,23.19394,2.892069,,,,
1989,"Belarus",21.9024,1.063088,22.4502,1.518677,,,,
1990,"Belarus",22.44694,.9172913,22.59759,2.014068,,,,
1991,"Belarus",27.07041,2.722615,28.93774,6.439425,,,,
1992,"Belarus",31.69388,4.908582,35.2779,11.74748,,,,
1993,"Belarus",25.48235,1.704808,26.16101,3.563201,1.147625,12.37125,.6786604,3.118971
1994,"Belarus",26.88577,1.827266,27.32436,3.406108,.4132602,11.4818,.43859,2.96366
1995,"Belarus",25.37305,1.057237,25.22111,1.721811,-.9338927,6.122573,-.1519454,1.516262
1996,"Belarus",25.79248,1.121428,25.16579,1.703832,-2.823438,6.348718,-.6266894,1.534972
1997,"Belarus",25.03197,1.082474,24.20147,1.614001,-3.746223,6.143538,-.8304987,1.435616
1998,"Belarus",25.06378,1.091224,24.41553,1.699441,-2.998788,6.300267,-.6482524,1.47419
1999,"Belarus",24.93003,1.146734,25.5841,1.739796,2.26437,5.772636,.6540717,1.49099
2000,"Belarus",25.31535,1.177768,27.56043,1.979994,7.823216,5.853183,2.245082,1.72402
2001,"Belarus",24.8291,1.213807,28.41531,2.040728,12.3306,5.452655,3.58621,1.728099
2002,"Belarus",25.02707,1.142441,28.74832,2.109761,12.61771,5.648951,3.721244,1.821523
2003,"Belarus",24.99188,1.075841,28.21436,2.047836,11.09533,5.590316,3.222475,1.734421
2004,"Belarus",25.43917,.9807042,27.96012,2.073586,8.646782,5.847637,2.520957,1.759716
2005,"Belarus",26.33836,.8502168,28.16536,1.903386,6.16424,5.465362,1.826998,1.619667
2006,"Belarus",26.88467,.8433088,28.67634,1.946272,5.915804,5.532437,1.791667,1.684098
2007,"Belarus",27.51714,.8427292,29.21062,1.703408,5.566766,4.663382,1.69348,1.426035
2008,"Belarus",27.55095,.8755049,29.15981,1.757393,5.262378,4.998229,1.608862,1.521429
2009,"Belarus",27.76982,.9613138,29.11116,1.687535,4.375773,4.969383,1.341338,1.482685
2010,"Belarus",27.76951,1.015533,29.25888,1.88398,4.807149,5.359873,1.489373,1.630034
2011,"Belarus",28.11274,1.099576,29.14003,1.956414,3.211734,5.737106,1.027295,1.701544
2012,"Belarus",28.22844,1.212364,29.83459,2.286618,4.974365,6.454667,1.606154,1.984196
1963,"Belgium",25.87764,1.493653,47.67805,1.671516,,,,
1964,"Belgium",25.90187,1.447959,47.67978,1.623101,,,,
1965,"Belgium",26.00254,1.433002,47.75138,1.591987,,,,
1966,"Belgium",26.11317,1.487613,47.72845,1.604396,,,,
1967,"Belgium",26.24534,1.52872,47.79251,1.632512,,,,
1968,"Belgium",26.33526,1.678278,47.68666,1.726845,,,,
1972,"Belgium",25.82549,1.502357,47.20689,1.667301,,,,
1973,"Belgium",25.33265,1.42261,46.68034,1.569321,,,,
1974,"Belgium",24.98079,1.368123,46.15251,1.518926,,,,
1975,"Belgium",24.46402,1.333405,45.50449,1.478797,46.26041,1.776734,21.04047,.8315969
1976,"Belgium",24.23244,1.318635,45.1211,1.457311,46.31668,1.774591,20.88867,.8251075
